Name	Author Type	Article Type	pmid	Journal	Year	Article title	Author affiliation
Nicholas J Strausfeld	Corresponding	Comment	25503242	Nature	2014	Cong et al. reply.	1] Department of Neuroscience; University of Arizona; Tucson; Arizona 85721; USA [2] Center for Insect Science; University of Arizona; Tucson; Arizona 85721; USA.
Matteo Mischiati	First	Journal Article	25487153	Nature	2015	Internal models direct dragonfly interception steering.	Janelia Research Campus; Howard Hughes Medical Institute; 19700 Helix Drive; Ashburn; Virginia 20147; USA.
Huai-Ti Lin	2	Journal Article	25487153	Nature	2015	Internal models direct dragonfly interception steering.	Janelia Research Campus; Howard Hughes Medical Institute; 19700 Helix Drive; Ashburn; Virginia 20147; USA.
Paul Herold	3	Journal Article	25487153	Nature	2015	Internal models direct dragonfly interception steering.	Janelia Research Campus; Howard Hughes Medical Institute; 19700 Helix Drive; Ashburn; Virginia 20147; USA.
Elliot Imler	4	Journal Article	25487153	Nature	2015	Internal models direct dragonfly interception steering.	University of Arizona; Department of Neuroscience; 1040 E. 4th Street; Tucson; Arizona 85721; USA.
Robert Olberg	5	Journal Article	25487153	Nature	2015	Internal models direct dragonfly interception steering.	Union College; 807 Union Street; Schenectady; New York 12308; USA.
Anthony Leonardo	Corresponding	Journal Article	25487153	Nature	2015	Internal models direct dragonfly interception steering.	Janelia Research Campus; Howard Hughes Medical Institute; 19700 Helix Drive; Ashburn; Virginia 20147; USA.
Bette L Otto-Bliesner	First	Journal Article	25477460	Science	2014	Coherent changes of southeastern equatorial and northern African rainfall during the last deglaciation.	Climate and Global Dynamics Division; National Center for Atmospheric Research; Boulder; CO 80307-3000; USA. ottobli@ucar.edu.
James M Russell	2	Journal Article	25477460	Science	2014	Coherent changes of southeastern equatorial and northern African rainfall during the last deglaciation.	Department of Earth; Environmental; and Planetary Sciences; Brown University; Providence; RI 02912; USA.
Peter U Clark	3	Journal Article	25477460	Science	2014	Coherent changes of southeastern equatorial and northern African rainfall during the last deglaciation.	College of Earth; Ocean; and Atmospheric Sciences; Oregon State University; Corvallis; OR 97331; USA.
Zhengyu Liu	4	Journal Article	25477460	Science	2014	Coherent changes of southeastern equatorial and northern African rainfall during the last deglaciation.	Center for Climatic Research and Department of Atmospheric and Oceanic Sciences; University of Wisconsin-Madison; Madison; WI 53706; USA. Laboratory for Climate; Ocean and Atmosphere Studies; School of Physics; Peking University; Beijing 100871; P. R. China.
Jonathan T Overpeck	5	Journal Article	25477460	Science	2014	Coherent changes of southeastern equatorial and northern African rainfall during the last deglaciation.	Department of Geosciences and Institute of the Environment; University of Arizona; Tucson; AZ 85721; USA.
Bronwen Konecky	6	Journal Article	25477460	Science	2014	Coherent changes of southeastern equatorial and northern African rainfall during the last deglaciation.	College of Earth; Ocean; and Atmospheric Sciences; Oregon State University; Corvallis; OR 97331; USA. Cooperative Institute for Research in Environmental Sciences; University of Colorado Boulder; Boulder; CO 80309; USA.
Peter deMenocal	7	Journal Article	25477460	Science	2014	Coherent changes of southeastern equatorial and northern African rainfall during the last deglaciation.	Department of Earth and Environmental Sciences; Columbia University; New York; NY 10027; USA.
Sharon E Nicholson	8	Journal Article	25477460	Science	2014	Coherent changes of southeastern equatorial and northern African rainfall during the last deglaciation.	Department of Earth; Ocean; and Atmospheric Science; Florida State University; Tallahassee; FL 32306; USA.
Feng He	9	Journal Article	25477460	Science	2014	Coherent changes of southeastern equatorial and northern African rainfall during the last deglaciation.	Center for Climatic Research and Department of Atmospheric and Oceanic Sciences; University of Wisconsin-Madison; Madison; WI 53706; USA.
Zhengyao Lu	Corresponding	Journal Article	25477460	Science	2014	Coherent changes of southeastern equatorial and northern African rainfall during the last deglaciation.	Laboratory for Climate; Ocean and Atmosphere Studies; School of Physics; Peking University; Beijing 100871; P. R. China.
Kurt Rademaker	First	Journal Article	25342802	Science	2014	Paleoindian settlement of the high-altitude Peruvian Andes.	Department of Anthropology; South Stevens Hall; University of Maine; Orono; ME 04469-5773; USA. Department of Early Prehistory and Quaternary Ecology; SchloÃ HohentÃ¼bingen; Burgsteige 11; 72070 TÃ¼bingen; Germany. Climate Change Institute; Bryand Global Sciences Center; University of Maine; Orono; ME 04469; USA. kurt.rademaker@umit.maine.edu.
Gregory Hodgins	2	Journal Article	25342802	Science	2014	Paleoindian settlement of the high-altitude Peruvian Andes.	Accelerator Mass Spectrometry Laboratory; Department of Physics and School of Anthropology; University of Arizona; Tucson; AZ 85721; USA.
Katherine Moore	3	Journal Article	25342802	Science	2014	Paleoindian settlement of the high-altitude Peruvian Andes.	University of Pennsylvania Museum; 3260 South Street; Philadelphia; PA 19104; USA.
Sonia Zarrillo	4	Journal Article	25342802	Science	2014	Paleoindian settlement of the high-altitude Peruvian Andes.	Department of Anthropology and Archaeology; Earth Sciences Building; Room 806; 844 Campus Place Northwest; Calgary; British Columbia; Canada.
Christopher Miller	5	Journal Article	25342802	Science	2014	Paleoindian settlement of the high-altitude Peruvian Andes.	Institute for Archaeological Sciences; University of TÃ¼bingen; RÃ¼melinstrasse 23; 72070 TÃ¼bingen; Germany. Senckenberg Centre for Human Evolution and Paleoenvironment; University of TÃ¼bingen; RÃ¼melinstrasse 23; 72070 TÃ¼bingen; Germany.
Gordon R M Bromley	6	Journal Article	25342802	Science	2014	Paleoindian settlement of the high-altitude Peruvian Andes.	Climate Change Institute; Bryand Global Sciences Center; University of Maine; Orono; ME 04469; USA.
Peter Leach	7	Journal Article	25342802	Science	2014	Paleoindian settlement of the high-altitude Peruvian Andes.	Department of Anthropology; 354 Mansfield Road; University of Connecticut; Storrs; CT 06269-1176; USA.
David A Reid	8	Journal Article	25342802	Science	2014	Paleoindian settlement of the high-altitude Peruvian Andes.	Department of Anthropology; University of Illinois at Chicago; Behavioral Sciences Building; 1007 West Harrison Street; Chicago; IL 60607-7139; USA.
Willy YÃ©pez Ãlvarez	9	Journal Article	25342802	Science	2014	Paleoindian settlement of the high-altitude Peruvian Andes.	Arequipa; Peru.
Daniel H Sandweiss	Corresponding	Journal Article	25342802	Science	2014	Paleoindian settlement of the high-altitude Peruvian Andes.	Department of Anthropology; South Stevens Hall; University of Maine; Orono; ME 04469-5773; USA. Climate Change Institute; Bryand Global Sciences Center; University of Maine; Orono; ME 04469; USA.
Carmody K McCalley	First	Journal Article	25341787	Nature	2014	Methane dynamics regulated by microbial community response to permafrost thaw.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA.
Ben J Woodcroft	2	Journal Article	25341787	Nature	2014	Methane dynamics regulated by microbial community response to permafrost thaw.	Australian Centre for Ecogenomics; School of Chemistry and Molecular Biosciences; University of Queensland; Brisbane 4072; Queensland; Australia.
Suzanne B Hodgkins	3	Journal Article	25341787	Nature	2014	Methane dynamics regulated by microbial community response to permafrost thaw.	Department of Earth; Ocean and Atmospheric Science; Florida State University; Tallahassee; Florida 32306; USA.
Richard A Wehr	4	Journal Article	25341787	Nature	2014	Methane dynamics regulated by microbial community response to permafrost thaw.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA.
Eun-Hae Kim	5	Journal Article	25341787	Nature	2014	Methane dynamics regulated by microbial community response to permafrost thaw.	Department of Soil; Water and Environmental Science; University of Arizona; Tucson; Arizona 85721; USA.
Rhiannon Mondav	6	Journal Article	25341787	Nature	2014	Methane dynamics regulated by microbial community response to permafrost thaw.	Australian Centre for Ecogenomics; School of Chemistry and Molecular Biosciences; University of Queensland; Brisbane 4072; Queensland; Australia.
Patrick M Crill	7	Journal Article	25341787	Nature	2014	Methane dynamics regulated by microbial community response to permafrost thaw.	Department of Geological Sciences; Stockholm University; Stockholm 106Â 91; Sweden.
Jeffrey P Chanton	8	Journal Article	25341787	Nature	2014	Methane dynamics regulated by microbial community response to permafrost thaw.	Department of Earth; Ocean and Atmospheric Science; Florida State University; Tallahassee; Florida 32306; USA.
Virginia I Rich	9	Journal Article	25341787	Nature	2014	Methane dynamics regulated by microbial community response to permafrost thaw.	Department of Soil; Water and Environmental Science; University of Arizona; Tucson; Arizona 85721; USA.
Gene W Tyson	10	Journal Article	25341787	Nature	2014	Methane dynamics regulated by microbial community response to permafrost thaw.	Australian Centre for Ecogenomics; School of Chemistry and Molecular Biosciences; University of Queensland; Brisbane 4072; Queensland; Australia.
Scott R Saleska	Corresponding	Journal Article	25341787	Nature	2014	Methane dynamics regulated by microbial community response to permafrost thaw.	Department of Ecology and Evolutionary Biology; University of Arizona; Tucson; Arizona 85721; USA.
Kevin B Stevenson	First	Journal Article	25301972	Science	2014	Exoplanet atmosphere. Thermal structure of an exoplanet atmosphere from phase-resolved emission spectroscopy.	Department of Astronomy and Astrophysics; University of Chicago; 5640 South Ellis Avenue; Chicago; IL 60637; USA. NASA Sagan Fellow. kbs@uchicago.edu.
Jean-Michel DÃ©sert	2	Journal Article	25301972	Science	2014	Exoplanet atmosphere. Thermal structure of an exoplanet atmosphere from phase-resolved emission spectroscopy.	CASA; Department of Astrophysical and Planetary Sciences; University of Colorado; 389-UCB; Boulder; CO 80309; USA.
Michael R Line	3	Journal Article	25301972	Science	2014	Exoplanet atmosphere. Thermal structure of an exoplanet atmosphere from phase-resolved emission spectroscopy.	Department of Astronomy and Astrophysics; University of California; Santa Cruz; CA 95064; USA.
Jacob L Bean	4	Journal Article	25301972	Science	2014	Exoplanet atmosphere. Thermal structure of an exoplanet atmosphere from phase-resolved emission spectroscopy.	Department of Astronomy and Astrophysics; University of Chicago; 5640 South Ellis Avenue; Chicago; IL 60637; USA.
Jonathan J Fortney	5	Journal Article	25301972	Science	2014	Exoplanet atmosphere. Thermal structure of an exoplanet atmosphere from phase-resolved emission spectroscopy.	Department of Astronomy and Astrophysics; University of California; Santa Cruz; CA 95064; USA.
Adam P Showman	6	Journal Article	25301972	Science	2014	Exoplanet atmosphere. Thermal structure of an exoplanet atmosphere from phase-resolved emission spectroscopy.	Department of Planetary Sciences and Lunar and Planetary Laboratory; The University of Arizona; Tucson; AZ 85721; USA.
Tiffany Kataria	7	Journal Article	25301972	Science	2014	Exoplanet atmosphere. Thermal structure of an exoplanet atmosphere from phase-resolved emission spectroscopy.	Department of Planetary Sciences and Lunar and Planetary Laboratory; The University of Arizona; Tucson; AZ 85721; USA.
Laura Kreidberg	8	Journal Article	25301972	Science	2014	Exoplanet atmosphere. Thermal structure of an exoplanet atmosphere from phase-resolved emission spectroscopy.	Department of Astronomy and Astrophysics; University of Chicago; 5640 South Ellis Avenue; Chicago; IL 60637; USA.
Peter R McCullough	9	Journal Article	25301972	Science	2014	Exoplanet atmosphere. Thermal structure of an exoplanet atmosphere from phase-resolved emission spectroscopy.	Space Telescope Science Institute; Baltimore; MD 21218; USA. Department of Physics and Astronomy; Johns Hopkins University; 3400 North Charles Street; Baltimore; MD 21218; USA.
Gregory W Henry	10	Journal Article	25301972	Science	2014	Exoplanet atmosphere. Thermal structure of an exoplanet atmosphere from phase-resolved emission spectroscopy.	Center for Excellence in Information Systems; Tennessee State University; Nashville; TN 37209; USA.
David Charbonneau	11	Journal Article	25301972	Science	2014	Exoplanet atmosphere. Thermal structure of an exoplanet atmosphere from phase-resolved emission spectroscopy.	Department of Astronomy; Harvard University; Cambridge; MA 02138; USA.
Adam Burrows	12	Journal Article	25301972	Science	2014	Exoplanet atmosphere. Thermal structure of an exoplanet atmosphere from phase-resolved emission spectroscopy.	Department of Astrophysical Sciences; Princeton University; Princeton; NJ 08544; USA.
Sara Seager	13	Journal Article	25301972	Science	2014	Exoplanet atmosphere. Thermal structure of an exoplanet atmosphere from phase-resolved emission spectroscopy.	Department of Earth; Atmospheric; and Planetary Sciences; Department of Physics; Massachusetts Institute of Technology; 54-1718; 77 Massachusetts Avenue; Cambridge; MA 02139; USA.
Nikku Madhusudhan	14	Journal Article	25301972	Science	2014	Exoplanet atmosphere. Thermal structure of an exoplanet atmosphere from phase-resolved emission spectroscopy.	Institute of Astronomy; University of Cambridge; Cambridge CB3 OHA; UK.
