Name,Author Type,Article Type,Journal,Year,Article title,Author affiliation
Weilin Liu,3,Journal Article,Nature,2010,MONOPTEROS controls embryonic root initiation by regulating a mobile transcription factor.,
Marika Kientz,4,Journal Article,Nature,2010,MONOPTEROS controls embryonic root initiation by regulating a mobile transcription factor.,
Jacky Flipse,5,Journal Article,Nature,2010,MONOPTEROS controls embryonic root initiation by regulating a mobile transcription factor.,
Eike H Rademacher,6,Journal Article,Nature,2010,MONOPTEROS controls embryonic root initiation by regulating a mobile transcription factor.,
Markus Schmid,7,Journal Article,Nature,2010,MONOPTEROS controls embryonic root initiation by regulating a mobile transcription factor.,
Gerd JÃ¼rgens,8,Journal Article,Nature,2010,MONOPTEROS controls embryonic root initiation by regulating a mobile transcription factor.,
Dolf Weijers,Corresponding,Journal Article,Nature,2010,MONOPTEROS controls embryonic root initiation by regulating a mobile transcription factor.,
Vianey Olmedo-Monfil,First,Journal Article,Nature,2010,Control of female gamete formation by a small RNA pathway in Arabidopsis.,Grupo de Desarrollo Reproductivo y Apomixis; Laboratorio Nacional de GenÃ³mica para la Biodiversidad y Departamento de IngenierÃ­a GenÃ©tica de Plantas; Cinvestav Irapuato CP36500 Guanajuato; MÃ©xico.
NoÃ© DurÃ¡n-Figueroa,2,Journal Article,Nature,2010,Control of female gamete formation by a small RNA pathway in Arabidopsis.,
Mario Arteaga-VÃ¡zquez,3,Journal Article,Nature,2010,Control of female gamete formation by a small RNA pathway in Arabidopsis.,
Edgar Demesa-ArÃ©valo,4,Journal Article,Nature,2010,Control of female gamete formation by a small RNA pathway in Arabidopsis.,
DaphnÃ© Autran,5,Journal Article,Nature,2010,Control of female gamete formation by a small RNA pathway in Arabidopsis.,
Daniel Grimanelli,6,Journal Article,Nature,2010,Control of female gamete formation by a small RNA pathway in Arabidopsis.,
R Keith Slotkin,7,Journal Article,Nature,2010,Control of female gamete formation by a small RNA pathway in Arabidopsis.,
Robert A Martienssen,8,Journal Article,Nature,2010,Control of female gamete formation by a small RNA pathway in Arabidopsis.,
Jean-Philippe Vielle-Calzada,Corresponding,Journal Article,Nature,2010,Control of female gamete formation by a small RNA pathway in Arabidopsis.,
Nicolas Di-PoÃ¯,First,Journal Article,Nature,2010,Changes in Hox genes' structure and function during the evolution of the squamate body plan.,National Research Center Frontiers in Genetics; Department of Zoology and Animal Biology; University of Geneva; Sciences III; 1211 Geneva 4; Switzerland.
Juan I Montoya-Burgos,2,Journal Article,Nature,2010,Changes in Hox genes' structure and function during the evolution of the squamate body plan.,
Hilary Miller,3,Journal Article,Nature,2010,Changes in Hox genes' structure and function during the evolution of the squamate body plan.,
Olivier PourquiÃ©,4,Journal Article,Nature,2010,Changes in Hox genes' structure and function during the evolution of the squamate body plan.,
Michel C Milinkovitch,5,Journal Article,Nature,2010,Changes in Hox genes' structure and function during the evolution of the squamate body plan.,
Denis Duboule,Corresponding,Journal Article,Nature,2010,Changes in Hox genes' structure and function during the evolution of the squamate body plan.,
Sterling J Nesbitt,First,Journal Article,Nature,2010,Ecologically distinct dinosaurian sister group shows early diversification of Ornithodira.,Lamont-Doherty Earth Observatory; Columbia University; Palisades; New York 10964; USA.
Christian A Sidor,2,Journal Article,Nature,2010,Ecologically distinct dinosaurian sister group shows early diversification of Ornithodira.,
Randall B Irmis,3,Journal Article,Nature,2010,Ecologically distinct dinosaurian sister group shows early diversification of Ornithodira.,
Kenneth D Angielczyk,4,Journal Article,Nature,2010,Ecologically distinct dinosaurian sister group shows early diversification of Ornithodira.,
Roger M H Smith,5,Journal Article,Nature,2010,Ecologically distinct dinosaurian sister group shows early diversification of Ornithodira.,
Linda A Tsuji,Corresponding,Journal Article,Nature,2010,Ecologically distinct dinosaurian sister group shows early diversification of Ornithodira.,
Zachery R Smith,First,Journal Article,Nature,2010,Control of Arabidopsis apical-basal embryo polarity by antagonistic transcription factors.,Plant Biology Laboratory; The Salk Institute for Biological Studies; University of California San Diego; La Jolla; California 92037; USA.
Jeff A Long,Corresponding,Journal Article,Nature,2010,Control of Arabidopsis apical-basal embryo polarity by antagonistic transcription factors.,
Dong Wang,First,Journal Article,Science,2010,A nodule-specific protein secretory pathway required for nitrogen-fixing symbiosis.,Department of Biology; Stanford University; Stanford; CA 94305; USA.
Joel Griffitts,2,Journal Article,Science,2010,A nodule-specific protein secretory pathway required for nitrogen-fixing symbiosis.,
Colby Starker,3,Journal Article,Science,2010,A nodule-specific protein secretory pathway required for nitrogen-fixing symbiosis.,
Elena Fedorova,4,Journal Article,Science,2010,A nodule-specific protein secretory pathway required for nitrogen-fixing symbiosis.,
Erik Limpens,5,Journal Article,Science,2010,A nodule-specific protein secretory pathway required for nitrogen-fixing symbiosis.,
Sergey Ivanov,6,Journal Article,Science,2010,A nodule-specific protein secretory pathway required for nitrogen-fixing symbiosis.,
Ton Bisseling,7,Journal Article,Science,2010,A nodule-specific protein secretory pathway required for nitrogen-fixing symbiosis.,
Sharon Long,Corresponding,Journal Article,Science,2010,A nodule-specific protein secretory pathway required for nitrogen-fixing symbiosis.,
Willem Van de Velde,First,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,Institut des Sciences du VÃ©gÃ©tal; Centre National de la Recherche Scientifique; 91198 Gif-sur-Yvette Cedex; France.
Grigor Zehirov,2,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
Agnes Szatmari,3,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
Monika Debreczeny,4,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
Hironobu Ishihara,5,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
Zoltan Kevei,6,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
Attila Farkas,7,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
Kata Mikulass,8,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
Andrea Nagy,9,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
Hilda Tiricz,10,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
Beatrice Satiat-JeunemaÃ®tre,11,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
Benoit Alunni,12,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
Mickael Bourge,13,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
Ken-ichi Kucho,14,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
Mikiko Abe,15,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
Attila Kereszt,16,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
Gergely Maroti,17,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
Toshiki Uchiumi,18,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
Eva Kondorosi,19,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
Peter Mergaert,Corresponding,Journal Article,Science,2010,Plant peptides govern terminal differentiation of bacteria in symbiosis.,
M Herrero,First,Journal Article,Science,2010,Smart investments in sustainable food production: revisiting mixed crop-livestock systems.,International Livestock Research Institute (ILRI); Post Office Box 30709; Nairobi; Kenya. m.herrero@cgiar.org
P K Thornton,2,Journal Article,Science,2010,Smart investments in sustainable food production: revisiting mixed crop-livestock systems.,
A M Notenbaert,3,Journal Article,Science,2010,Smart investments in sustainable food production: revisiting mixed crop-livestock systems.,
S Wood,4,Journal Article,Science,2010,Smart investments in sustainable food production: revisiting mixed crop-livestock systems.,
S Msangi,5,Journal Article,Science,2010,Smart investments in sustainable food production: revisiting mixed crop-livestock systems.,
H A Freeman,6,Journal Article,Science,2010,Smart investments in sustainable food production: revisiting mixed crop-livestock systems.,
D Bossio,7,Journal Article,Science,2010,Smart investments in sustainable food production: revisiting mixed crop-livestock systems.,
J Dixon,8,Journal Article,Science,2010,Smart investments in sustainable food production: revisiting mixed crop-livestock systems.,
M Peters,9,Journal Article,Science,2010,Smart investments in sustainable food production: revisiting mixed crop-livestock systems.,
J van de Steeg,10,Journal Article,Science,2010,Smart investments in sustainable food production: revisiting mixed crop-livestock systems.,
J Lynam,11,Journal Article,Science,2010,Smart investments in sustainable food production: revisiting mixed crop-livestock systems.,
P Parthasarathy Rao,12,Journal Article,Science,2010,Smart investments in sustainable food production: revisiting mixed crop-livestock systems.,
S Macmillan,13,Journal Article,Science,2010,Smart investments in sustainable food production: revisiting mixed crop-livestock systems.,
B Gerard,14,Journal Article,Science,2010,Smart investments in sustainable food production: revisiting mixed crop-livestock systems.,
J McDermott,15,Journal Article,Science,2010,Smart investments in sustainable food production: revisiting mixed crop-livestock systems.,
C SerÃ©,16,Journal Article,Science,2010,Smart investments in sustainable food production: revisiting mixed crop-livestock systems.,
M Rosegrant,Corresponding,Journal Article,Science,2010,Smart investments in sustainable food production: revisiting mixed crop-livestock systems.,
A Khandelwal,First,Journal Article,Science,2010,Role of ABA and ABI3 in desiccation tolerance.,Monsanto Company; 700 Chesterfield Parkway West; St. Louis; MO 63017; USA.
S H Cho,2,Journal Article,Science,2010,Role of ABA and ABI3 in desiccation tolerance.,
H Marella,3,Journal Article,Science,2010,Role of ABA and ABI3 in desiccation tolerance.,
Y Sakata,4,Journal Article,Science,2010,Role of ABA and ABI3 in desiccation tolerance.,
P-F Perroud,5,Journal Article,Science,2010,Role of ABA and ABI3 in desiccation tolerance.,
A Pan,6,Journal Article,Science,2010,Role of ABA and ABI3 in desiccation tolerance.,
R S Quatrano,Corresponding,Journal Article,Science,2010,Role of ABA and ABI3 in desiccation tolerance.,
Basel Khraiwesh,First,Journal Article,Cell,2010,Transcriptional control of gene expression by microRNAs.,Plant Biotechnology; Faculty of Biology; University of Freiburg; Schaenzlestrasse 1; 79104 Freiburg; Germany.
M Asif Arif,2,Journal Article,Cell,2010,Transcriptional control of gene expression by microRNAs.,
Gotelinde I Seumel,3,Journal Article,Cell,2010,Transcriptional control of gene expression by microRNAs.,
Stephan Ossowski,4,Journal Article,Cell,2010,Transcriptional control of gene expression by microRNAs.,
Detlef Weigel,5,Journal Article,Cell,2010,Transcriptional control of gene expression by microRNAs.,
Ralf Reski,6,Journal Article,Cell,2010,Transcriptional control of gene expression by microRNAs.,
Wolfgang Frank,Corresponding,Journal Article,Cell,2010,Transcriptional control of gene expression by microRNAs.,
S Vinod Kumar,First,Journal Article,Cell,2010,H2A.Z-containing nucleosomes mediate the thermosensory response in Arabidopsis.,John Innes Centre; Colney Lane; Norwich NR4 7UH; UK.
Philip A Wigge,Corresponding,Journal Article,Cell,2010,H2A.Z-containing nucleosomes mediate the thermosensory response in Arabidopsis.,
Jeremy Schmutz,First,Journal Article,Nature,2010,Genome sequence of the palaeopolyploid soybean.,HudsonAlpha Genome Sequencing Center; 601 Genome Way; Huntsville; Alabama 35806; USA.
Steven B Cannon,2,Journal Article,Nature,2010,Genome sequence of the palaeopolyploid soybean.,
Jessica Schlueter,3,Journal Article,Nature,2010,Genome sequence of the palaeopolyploid soybean.,
Jianxin Ma,4,Journal Article,Nature,2010,Genome sequence of the palaeopolyploid soybean.,
Therese Mitros,5,Journal Article,Nature,2010,Genome sequence of the palaeopolyploid soybean.,
William Nelson,6,Journal Article,Nature,2010,Genome sequence of the palaeopolyploid soybean.,
David L Hyten,7,Journal Article,Nature,2010,Genome sequence of the palaeopolyploid soybean.,
Qijian Song,8,Journal Article,Nature,2010,Genome sequence of the palaeopolyploid soybean.,
Jay J Thelen,9,Journal Article,Nature,2010,Genome sequence of the palaeopolyploid soybean.,
Jianlin Cheng,10,Journal Article,Nature,2010,Genome sequence of the palaeopolyploid soybean.,
Dong Xu,11,Journal Article,Nature,2010,Genome sequence of the palaeopolyploid soybean.,
Uffe Hellsten,12,Journal Article,Nature,2010,Genome sequence of the palaeopolyploid soybean.,
Gregory D May,13,Journal Article,Nature,2010,Genome sequence of the palaeopolyploid soybean.,
Yeisoo Yu,14,Journal Article,Nature,2010,Genome sequence of the palaeopolyploid soybean.,
